svd_entropy,singular_spectral_radius,svd_condition_number,svd_relative_decay,svd_energy,svd_fisher_info,class
5.526836903155257,37489.93261162945,2104.4834904218515,98.61083762170745,0.6509013988919365,0.05694565386638143,TigressObfuscation
6.2851025439632915,99495.8290394726,11017.02797008731,119.71937177402683,0.6931728046800856,0.05061692632204088,TigressObfuscation
3.6645642911021064,4360.407985786244,65.84563655123625,76.68189850400688,0.6164171216390671,0.07006574523254465,NoObfuscation
5.512538817707914,37105.668265332344,2744.5844811538996,97.61091755577189,0.6496079669744356,0.06041184827060971,TigressObfuscation
6.321430455512657,96519.84143594117,11834.018278297079,114.21501219138668,0.6515887402025436,0.04587158207191915,NoObfuscation
3.524673058396224,3218.921532955038,48.954864988018514,67.08869553908048,0.6089815469619858,0.060039520332810105,NoObfuscation
6.333981944071896,97739.77936377525,95775.87848965146,113.78202428242506,0.6513472109996077,0.04472361856163078,NoObfuscation
6.00937572651456,62226.88157495139,138773.38263403781,98.77211614045876,0.6368411208408838,0.04587485093189402,NoObfuscation
5.509288665115888,36731.47006257384,16341.43223454497,96.9108768116347,0.6464779234760863,0.05844751863540893,TigressObfuscation
3.5345822716766664,3683.843500987575,54.24064569259712,75.33180918366794,0.6048391125237083,0.065367085599403,NoObfuscation
6.007884509175479,61598.57897321872,6218.713614708814,98.85822410294078,0.6354387799337845,0.046674896772442846,NoObfuscation
6.227112290750229,97546.69191685256,14514.93384191274,123.00122506973774,0.708738026887385,0.052686933640026745,NoObfuscation
5.525267030250004,36758.78681636167,5613.0992041761965,95.95884612468785,0.6471157403092039,0.05743776310991002,TigressObfuscation
6.049978074349328,63399.598966727324,6059.110798195967,96.62977965145906,0.618133332429054,0.0445406357069075,TigressObfuscation
6.022345885940303,61839.16016817282,4767.8609113537495,98.60636390319435,0.630237968822556,0.04860682288089952,NoObfuscation
3.4945882436932747,3315.5188486026595,50.16621842305466,70.63974307305129,0.6241362167963846,0.06433580334438171,NoObfuscation
6.267878894034023,98332.51049481986,9613.440986539152,119.90522176358054,0.6936386776411799,0.050410142528218835,TigressObfuscation
6.077674122355354,64073.349710595154,3304.3189203899083,98.09182070746937,0.6239837967147583,0.047284869356750386,TigressObfuscation
6.05161162583426,63419.764355787884,6972.4332513463205,95.93141992325457,0.6155228118557247,0.04371374290408682,TigressObfuscation
3.7037865948532493,4853.040751303975,154.7874520531539,79.04406258054854,0.6354408159832116,0.0792658021367477,NoObfuscation
3.6848025294383437,2983.039244429723,26534.10550187774,46.608231587488405,0.582636776246695,0.06159961382548209,NoObfuscation
5.523172800582255,37162.9061063578,1671.091081460849,97.73859841751151,0.6493121540123437,0.057690095749512185,TigressObfuscation
5.523845250051921,36603.54365847015,242850.29017590013,95.57021653718864,0.6458419919416677,0.05538514644737599,TigressObfuscation
5.51316349035434,36606.78829243739,9069.022863502416,96.32303112630949,0.6452165485466154,0.06118465417594036,TigressObfuscation
6.1524215004237774,70026.9792218396,9004.79398463975,99.17734077721038,0.6258035896170345,0.04499402612867044,TigressObfuscation
3.509362906819535,3820.770627933941,8523.664101846607,74.90828183241123,0.6269920517033766,0.07284291630033254,NoObfuscation
3.5606313423726075,3427.7842749345145,51.87260198952629,68.60619287918786,0.6012570039736688,0.055839977701447205,NoObfuscation
6.156232741140984,69754.5916851866,8073.610814570672,99.07095434560192,0.6231950094634947,0.04592843644395445,TigressObfuscation
6.036573420216178,62755.88493806582,9450.55063805162,98.50744817992201,0.6289144188827829,0.048097152780994405,NoObfuscation
5.513019223671913,36664.90415750735,3275.9039805491684,96.45713646388255,0.6454520776917927,0.058012257332690165,TigressObfuscation
6.164431589093263,70427.63136272303,10816.64280825234,98.90606786414016,0.6243744345844663,0.04554348147757509,TigressObfuscation
5.509828291628537,37299.77940373591,2735.5185708578124,98.3803272932369,0.651723106757916,0.062326411750526334,TigressObfuscation
6.155146985497751,70573.22333816394,34253.64274148892,99.25620678653357,0.627815999009131,0.04529512444197474,TigressObfuscation
6.075904494269448,63824.14801735897,6884.527884174241,96.83592921531641,0.6236622042811175,0.04494578702509041,TigressObfuscation
6.0605561281421965,63611.880700582435,5953.411942159815,96.51167792917212,0.6157350671127539,0.04510512642778268,TigressObfuscation
5.525201322241392,37972.22668774529,2296.817975457547,99.36045589368307,0.6568454624208756,0.06095924087124484,TigressObfuscation
6.0631138304225445,65614.76693733799,7119.056303890426,100.00846060758751,0.6329741282160517,0.04814933775190719,NoObfuscation
5.523674719825084,37052.391282804034,1867.5873338505585,97.96971315531198,0.6480050914592065,0.0558780136411812,TigressObfuscation
3.7283597120868497,4235.710170089034,129.12034801861475,70.04843019521043,0.5890311234119276,0.06539042715333947,NoObfuscation
6.069004407234077,64573.26141148716,5077.183881243573,96.79241842444048,0.6178089864598737,0.04466127136798693,TigressObfuscation
5.886788851276356,75512.11975212074,7891.68883793858,130.62725119270434,0.7236630446944203,0.06503401203572595,TigressObfuscation
5.5105385036805385,36830.107970140765,2460.262611280338,97.39454491962893,0.6478511855806791,0.06015517910593599,TigressObfuscation
3.9414631615627056,7066.353897226604,250.6794464912307,87.97706365968506,0.6491907697432676,0.09018045906541841,NoObfuscation
5.514302617869236,37206.70422549449,2559.900982179631,98.13237412791965,0.6503003387081897,0.05977107256843549,TigressObfuscation
6.037344471451189,63513.45708333231,6235.603885102196,98.6075643926627,0.6332158220677097,0.045037928721724046,NoObfuscation
6.143601122645658,69981.03555035211,8374.864157214597,99.81837299610945,0.6303098350390328,0.045108973830735116,NoObfuscation
5.522762168738643,37113.51250844972,1653.6366162767958,97.86561724649042,0.6499353937127718,0.05438796893548987,TigressObfuscation
6.319175698887745,96518.7620572386,16108.282185048634,114.6232425004998,0.652332732159926,0.04599981530689648,NoObfuscation
3.515487599363526,3398.4286398256186,57.03875643501451,71.03931055583533,0.6014517354021517,0.059206833919072346,NoObfuscation
5.524759923686778,36935.530235109894,1363.053512923151,97.12745420375612,0.6505782836008334,0.05346138908749254,TigressObfuscation
5.520622920593907,36902.7695932853,2039.8936496907313,97.57851602445086,0.648368045472967,0.054431813204904166,TigressObfuscation
6.072457381404369,64551.565278573114,5553.028666714142,97.78778895379413,0.6311725392524473,0.04570698452181302,NoObfuscation
6.129016825166708,68264.51615771653,6050.490298034606,98.77457840949222,0.6265425950496278,0.04645381226353018,TigressObfuscation
6.161570127189929,70988.62944952554,9712.519891465954,99.41361410069626,0.6271585226781833,0.045737569925768926,NoObfuscation
6.264841839068467,98120.44196282006,17602.759614437953,119.9448261756903,0.6940503573335506,0.051221359999459926,TigressObfuscation
6.049105027899477,63921.48055629839,7518.823972321911,97.13218697551757,0.6230132635979758,0.043250060198339664,TigressObfuscation
3.5384339562830203,3664.776791098677,55.18747837747017,74.96605924190071,0.609148992663004,0.0627892837009565,NoObfuscation
6.338994600106185,97871.81405524562,11274.12028176729,114.0595955139225,0.6502912117322993,0.04545859846875893,NoObfuscation
5.510047213550957,37159.70703191678,2394.0551329884765,98.26504066950048,0.6507102149320994,0.06202931741276846,TigressObfuscation
5.895643862560529,75270.21102197988,10328.812219715986,129.54031604057462,0.7193560185273237,0.06403038315418359,TigressObfuscation
5.886102666908602,75056.2994304604,6920.820952172652,130.06144615426155,0.7203966028912335,0.06450636044951243,TigressObfuscation
3.5178752159512934,3739.8645189130057,92.08689434796811,72.53435639474189,0.6215547203028691,0.07032844921327565,NoObfuscation
5.5248588160785825,37625.626117601685,2302.4439868936515,98.97180135358178,0.6544581017570087,0.05673426686300525,TigressObfuscation
6.262351626265806,97744.2065419832,10281.780004375785,119.77291666270143,0.6935660905302425,0.05034384739629467,TigressObfuscation
5.509383343961478,36340.0179511328,3479.4760469643697,96.36491736010984,0.6435710621746168,0.05517569241059976,TigressObfuscation
6.080791971347365,63876.54941954669,6146.1669907462,97.06102813272035,0.621565053613287,0.0464767610493664,TigressObfuscation
3.5015458741741203,4090.5308233977803,85.61715383105732,80.85507645281582,0.6258866238951115,0.0716234007722709,NoObfuscation
